fid,sub score,from_user_id,comments_count,created_date,likes_count,shares_count,to_user,AF score
100000119596344_2519493588064603,,76,10,2018-07-30 17:00:00.000,70,0,100000119596344,76
100000119596344_2520588211288474,0,41,4,2018-07-31 17:00:00.000,25,27,100000119596344,41
100000119596344_2520797524600876,,33,6,2018-07-31 17:00:00.000,26,1,100000119596344,33
100000119596344_2520996931247602,,15,1,2018-07-31 17:00:00.000,14,0,100000119596344,15
100000119596344_2521416761205619,,19,0,2018-07-31 17:00:00.000,19,0,100000119596344,19
100000119596344_2521909864489642,,28,4,2018-07-31 17:00:00.000,27,0,100000119596344,28
100000119596344_2523120201035275,,17,1,2018-08-01 17:00:00.000,14,0,100000119596344,17
100000119596344_2523128467701115,0,116,389,2018-08-01 17:00:00.000,35,59,100000119596344,116
100000119596344_2523412374339391,,51,120,2018-08-01 17:00:00.000,13,53,100000119596344,51
100000119596344_2523449077669054,,99,413,2018-08-01 17:00:00.000,29,49,100000119596344,99
100000119596344_2523553484325280,,54,193,2018-08-01 17:00:00.000,15,1,100000119596344,54
100000119596344_2524014017612560,0,59,20,2018-08-01 17:00:00.000,40,2,100000119596344,59
100000119596344_2525789187435043,,35,2,2018-08-02 17:00:00.000,32,0,100000119596344,35
100000119596344_2527649363915692,,30,6,2018-08-03 17:00:00.000,24,0,100000119596344,30
100000119596344_2529594583721170,,17,1,2018-08-04 17:00:00.000,16,0,100000119596344,17
100000119596344_2530757653604863,,18,4,2018-08-04 17:00:00.000,13,0,100000119596344,18
100000119596344_2530803346933627,0,54,478,2018-08-04 17:00:00.000,18,24,100000119596344,54
100000119596344_2532049670142328,,18,2,2018-08-05 17:00:00.000,15,1,100000119596344,18
100000119596344_2532295843451044,,39,115,2018-08-05 17:00:00.000,17,56,100000119596344,39
100000119596344_2532336086780353,,52,186,2018-08-05 17:00:00.000,21,61,100000119596344,52
100000119596344_2532646030082692,,18,4,2018-08-05 17:00:00.000,12,0,100000119596344,18
100000119596344_2533078180039477,,25,3,2018-08-05 17:00:00.000,23,0,100000119596344,25
100000119596344_2535093856504576,,25,3,2018-08-06 17:00:00.000,23,0,100000119596344,25
100000119596344_2535186116495350,,20,4,2018-08-06 17:00:00.000,16,0,100000119596344,20
100000119596344_2536434863037142,,10,1,2018-08-07 17:00:00.000,9,0,100000119596344,10
100000119596344_2536465586367403,0,88,283,2018-08-07 17:00:00.000,20,54,100000119596344,88
100000119596344_2536697196344242,,8,1,2018-08-07 17:00:00.000,8,3,100000119596344,8
100000119596344_2536763979670897,,11,0,2018-08-07 17:00:00.000,11,0,100000119596344,11
100000119596344_2537337642946864,,12,1,2018-08-07 17:00:00.000,11,0,100000119596344,12
100000119596344_2537471952933433,,28,3,2018-08-07 17:00:00.000,25,0,100000119596344,28
100000119596344_2537514949595800,0,102,627,2018-08-07 17:00:00.000,24,49,100000119596344,102
100000119596344_2538660732814555,,12,3,2018-08-08 17:00:00.000,9,0,100000119596344,12
100000119596344_2538783499468945,,15,3,2018-08-08 17:00:00.000,12,0,100000119596344,15
100000119596344_2538839479463347,,79,435,2018-08-08 17:00:00.000,22,40,100000119596344,79
100000119596344_2539504119396883,,14,1,2018-08-08 17:00:00.000,14,0,100000119596344,14
100000119596344_2539803262700302,,19,8,2018-08-08 17:00:00.000,13,0,100000119596344,19
100000119596344_2539942476019714,0,41,177,2018-08-08 17:00:00.000,15,41,100000119596344,41
100000119596344_2541087209238574,,14,3,2018-08-09 17:00:00.000,10,0,100000119596344,14
100000119596344_2541277602552868,,23,3,2018-08-09 17:00:00.000,20,0,100000119596344,23
100000119596344_2541617045852257,,10,1,2018-08-09 17:00:00.000,8,0,100000119596344,10
100000119596344_2542484402432188,,18,1,2018-08-09 17:00:00.000,17,0,100000119596344,18
100000119596344_2543422965671665,,11,0,2018-08-10 17:00:00.000,11,0,100000119596344,11
100000119596344_2544006962279932,,14,3,2018-08-10 17:00:00.000,13,0,100000119596344,14
100000119596344_2544777425536219,,60,15,2018-08-10 17:00:00.000,46,0,100000119596344,60
100000119596344_2546031318744163,0,74,304,2018-08-11 17:00:00.000,26,53,100000119596344,74
100000119596344_2546695498677745,,13,2,2018-08-11 17:00:00.000,12,0,100000119596344,13
100000119596344_2547184348628860,,85,357,2018-08-11 17:00:00.000,27,2,100000119596344,85
100000119596344_2548292928518002,,18,4,2018-08-12 17:00:00.000,13,0,100000119596344,18
100000119596344_2548500101830618,,19,10,2018-08-12 17:00:00.000,13,0,100000119596344,19
100000119596344_2549099365104025,,19,5,2018-08-12 17:00:00.000,17,0,100000119596344,19
100000119596344_2549442231736405,0,104,532,2018-08-12 17:00:00.000,53,34,100000119596344,104
100000119596344_2550507134963248,,12,4,2018-08-13 17:00:00.000,9,0,100000119596344,12
100000119596344_2550547034959258,0,72,251,2018-08-13 17:00:00.000,40,36,100000119596344,72
100000119596344_2551450744868887,,16,0,2018-08-13 17:00:00.000,17,0,100000119596344,16
100000119596344_2551793698167925,0,99,1018,2018-08-13 17:00:00.000,35,43,100000119596344,99
100000119596344_2552104634803498,,20,3,2018-08-14 17:00:00.000,17,0,100000119596344,20
100000119596344_2554203801260248,,21,4,2018-08-14 17:00:00.000,20,0,100000119596344,21
100000119596344_2556304187716876,,28,4,2018-08-15 17:00:00.000,24,0,100000119596344,28
100000119596344_2556737201006908,,41,6,2018-08-16 17:00:00.000,38,0,100000119596344,41
100000119596344_2558824117464883,,41,10,2018-08-16 17:00:00.000,32,0,100000119596344,41
100000119596344_2560152187332076,,44,2,2018-08-17 17:00:00.000,46,0,100000119596344,44
100000119596344_2560728753941086,,56,12,2018-08-17 17:00:00.000,47,0,100000119596344,56
100000119596344_2560910530589575,0,124,780,2018-08-17 17:00:00.000,44,64,100000119596344,124
100000119596344_2561038163910145,,144,1129,2018-08-17 17:00:00.000,69,29,100000119596344,144
100000119596344_2563157240364904,,19,1,2018-08-18 17:00:00.000,18,0,100000119596344,19
100000119596344_2563300717017223,0,143,1317,2018-08-18 17:00:00.000,57,51,100000119596344,143
100000119596344_2564714240209204,,15,6,2018-08-19 17:00:00.000,8,0,100000119596344,15
100000119596344_2564736826873612,,14,1,2018-08-19 17:00:00.000,15,0,100000119596344,14
100000119596344_2564825906864704,,17,5,2018-08-19 17:00:00.000,13,0,100000119596344,17
100000119596344_2565396723474289,,25,3,2018-08-19 17:00:00.000,23,0,100000119596344,25
100000119596344_2565615400119088,,56,208,2018-08-19 17:00:00.000,16,53,100000119596344,56
100000119596344_2565669190113709,0,89,525,2018-08-19 17:00:00.000,25,33,100000119596344,89
100000119596344_2565671946780100,,3,0,2018-08-19 17:00:00.000,0,0,100000119596344,3
100000119596344_2565799260100702,,64,1408,2018-08-19 17:00:00.000,21,0,100000119596344,64
100000119596344_2566975323316429,,38,5,2018-08-20 17:00:00.000,33,0,100000119596344,38
100000119596344_2567120599968568,,32,7,2018-08-20 17:00:00.000,24,0,100000119596344,32
100000119596344_2567884236558871,0,155,678,2018-08-20 17:00:00.000,73,49,100000119596344,155
100000119596344_2569190869761541,,30,9,2018-08-21 17:00:00.000,21,0,100000119596344,30
100000119596344_2570219719658656,,19,4,2018-08-21 17:00:00.000,15,0,100000119596344,19
100000119596344_2570416492972312,,15,3,2018-08-21 17:00:00.000,11,0,100000119596344,15
100000119596344_2570458266301468,,18,5,2018-08-21 17:00:00.000,14,0,100000119596344,18
100000119596344_2571473152866646,,25,4,2018-08-22 17:00:00.000,20,0,100000119596344,25
100000119596344_2572788592735102,,51,5,2018-08-23 17:00:00.000,41,0,100000119596344,51
100000119596344_2574429332571028,,38,12,2018-08-23 17:00:00.000,28,0,100000119596344,38
100000119596344_2574756239205004,,184,3691,2018-08-23 17:00:00.000,61,67,100000119596344,184
100000119596344_2575171905830104,,20,2,2018-08-24 17:00:00.000,19,0,100000119596344,20
100000119596344_2576443255702969,,39,15,2018-08-24 17:00:00.000,27,0,100000119596344,39
100000119596344_2576589705688324,,36,12,2018-08-24 17:00:00.000,24,0,100000119596344,36
100000119596344_2577030638977564,0,140,1006,2018-08-24 17:00:00.000,34,25,100000119596344,140
100000119596344_2577212312292730,0,40,694,2018-08-24 17:00:00.000,11,8,100000119596344,40
100000119596344_2577343918946236,,32,2,2018-08-24 17:00:00.000,30,0,100000119596344,32
100000119596344_2578596115487683,,27,4,2018-08-25 17:00:00.000,21,0,100000119596344,27
100000119596344_2578817848798843,0,64,420,2018-08-25 17:00:00.000,20,72,100000119596344,64
100000119596344_2578959888784639,,77,298,2018-08-25 17:00:00.000,24,20,100000119596344,77
100000119596344_2579137008766927,,26,5,2018-08-25 17:00:00.000,21,0,100000119596344,26
100000119596344_2580070078673620,,27,4,2018-08-26 17:00:00.000,25,0,100000119596344,27
100000119596344_2580706701943291,,22,6,2018-08-26 17:00:00.000,16,0,100000119596344,22
100000119596344_2581849141829047,,47,7,2018-08-27 17:00:00.000,41,0,100000119596344,47
100000119596344_2582183128462315,,48,25,2018-08-27 17:00:00.000,28,0,100000119596344,48
100000119596344_2582399788440649,0,108,711,2018-08-27 17:00:00.000,30,323,100000119596344,108
100000119596344_2582577558422872,,21,3,2018-08-27 17:00:00.000,18,0,100000119596344,21
100000119596344_2583427955004499,,10,0,2018-08-28 17:00:00.000,10,0,100000119596344,10
100000119596344_2583485464998748,0,21,11,2018-08-28 17:00:00.000,11,2,100000119596344,21
100000119596344_2583682704979024,,2,1,2018-08-28 17:00:00.000,2,6,100000119596344,2
100000119596344_2583736704973624,,50,2,2018-08-28 17:00:00.000,49,0,100000119596344,50
100000119596344_2584099381604023,,38,9,2018-08-28 17:00:00.000,30,0,100000119596344,38
100000119596344_2584162778264350,0,117,689,2018-08-28 17:00:00.000,25,18,100000119596344,117
100000119596344_2584537884893506,,20,2,2018-08-29 17:00:00.000,17,1,100000119596344,20
100000119596344_2585126501501311,,40,3,2018-08-29 17:00:00.000,38,0,100000119596344,40
100000119596344_2585204171493544,,30,5,2018-08-29 17:00:00.000,25,0,100000119596344,30
100000119596344_2585548104792484,,51,15,2018-08-29 17:00:00.000,36,0,100000119596344,51
100000119596344_2585893834757911,0,127,730,2018-08-29 17:00:00.000,36,17,100000119596344,127
100000119596344_2587101251303836,,35,10,2018-08-30 17:00:00.000,25,0,100000119596344,35
100000119596344_2587670301246931,0,91,545,2018-08-30 17:00:00.000,26,2,100000119596344,91
100000119596344_2589239961089965,,26,1,2018-08-31 17:00:00.000,28,0,100000119596344,26
100000119596344_2589499897730638,,70,23,2018-08-31 17:00:00.000,58,0,100000119596344,70
100000119596344_2590775317603096,,34,2,2018-09-01 17:00:00.000,31,0,100000119596344,34
100000119596344_2594412120572749,,32,6,2018-09-03 17:00:00.000,28,0,100000119596344,32
100000119596344_2595033793843915,,22,2,2018-09-03 17:00:00.000,20,0,100000119596344,22
100000119596344_2595588333788461,,8,1,2018-09-04 17:00:00.000,8,0,100000119596344,8
100000119596344_2595951277085500,,44,13,2018-09-04 17:00:00.000,31,0,100000119596344,44
100000119596344_2596090513738243,,23,6,2018-09-04 17:00:00.000,17,0,100000119596344,23
100000119596344_2597704080243553,,19,3,2018-09-05 17:00:00.000,16,0,100000119596344,19
100000119596344_2597705326910095,,21,4,2018-09-05 17:00:00.000,17,0,100000119596344,21
100000119596344_2599453756735252,,30,22,2018-09-06 17:00:00.000,16,0,100000119596344,30
100000119596344_2600217099992251,0,30,3,2018-09-06 17:00:00.000,24,1,100000119596344,30
100000119596344_2601232286557399,,38,14,2018-09-07 17:00:00.000,29,0,100000119596344,38
100000119596344_2602236373123657,,10,4,2018-09-07 17:00:00.000,10,1,100000119596344,10
100000119596344_2603131056367522,,139,20,2018-09-08 17:00:00.000,119,0,100000119596344,139
100000119596344_2603990436281584,,43,10,2018-09-08 17:00:00.000,33,0,100000119596344,43
100000119596344_2605018679512093,,17,0,2018-09-09 17:00:00.000,17,0,100000119596344,17
100000119596344_2606928055987822,,12,0,2018-09-10 17:00:00.000,14,0,100000119596344,12
100000119596344_2608833859130575,,24,0,2018-09-11 17:00:00.000,25,0,100000119596344,24
100000119596344_2609112535769374,,43,16,2018-09-11 17:00:00.000,26,0,100000119596344,43
100000119596344_2609401752407119,,43,4,2018-09-11 17:00:00.000,40,0,100000119596344,43
100000119596344_2610445662302728,,38,9,2018-09-12 17:00:00.000,29,0,100000119596344,38
100000119596344_2611311908882770,,21,4,2018-09-12 17:00:00.000,16,0,100000119596344,21
100000119596344_2611495522197742,0,82,446,2018-09-12 17:00:00.000,25,13,100000119596344,82
100000119596344_2611555705525057,0,50,138,2018-09-12 17:00:00.000,17,1,100000119596344,50
100000119596344_2611591102188184,,17,2,2018-09-12 17:00:00.000,14,0,100000119596344,17
100000119596344_2612576122089682,,26,2,2018-09-13 17:00:00.000,24,0,100000119596344,26
100000119596344_2612777792069515,,18,3,2018-09-13 17:00:00.000,16,0,100000119596344,18
100000119596344_2612801338733827,,3,2,2018-09-13 17:00:00.000,1,1,100000119596344,3
100000119596344_2613365368677424,0,110,733,2018-09-13 17:00:00.000,37,48,100000119596344,110
100000119596344_2614645535216074,,32,2,2018-09-14 17:00:00.000,29,0,100000119596344,32
100000119596344_2615150998498861,,18,0,2018-09-14 17:00:00.000,19,0,100000119596344,18
100000119596344_2615255888488372,0,97,294,2018-09-14 17:00:00.000,30,9,100000119596344,97
100000119596344_2615404561806838,,37,2,2018-09-14 17:00:00.000,36,0,100000119596344,37
100000119596344_2616328021714492,,21,5,2018-09-15 17:00:00.000,16,0,100000119596344,21
100000119596344_2616409415039686,,38,13,2018-09-15 17:00:00.000,25,0,100000119596344,38
100000119596344_2617102784970349,,49,24,2018-09-15 17:00:00.000,39,0,100000119596344,49
100000119596344_2618854911461803,,21,3,2018-09-16 17:00:00.000,19,12,100000119596344,21
100000119596344_2619019561445338,,24,3,2018-09-16 17:00:00.000,20,0,100000119596344,24
100000119596344_2619144578099503,,34,8,2018-09-17 17:00:00.000,28,0,100000119596344,34
100000119596344_2619680788045882,,7,1,2018-09-17 17:00:00.000,0,0,100000119596344,7
100000119596344_2619786598035301,0,40,27,2018-09-17 17:00:00.000,22,1,100000119596344,40
100000119596344_2620478811299413,,13,0,2018-09-17 17:00:00.000,13,0,100000119596344,13
100000119596344_2620554374625190,,26,16,2018-09-17 17:00:00.000,14,0,100000119596344,26
100000119596344_2621632961183998,,15,6,2018-09-18 17:00:00.000,12,0,100000119596344,15
100000119596344_2621656164515011,,23,14,2018-09-18 17:00:00.000,10,0,100000119596344,23
100000119596344_2621801544500473,,40,18,2018-09-18 17:00:00.000,25,0,100000119596344,40
100000119596344_2623202167693744,,27,20,2018-09-19 17:00:00.000,19,0,100000119596344,27
100000119596344_2629310623749565,,4,0,2018-09-22 17:00:00.000,4,0,100000119596344,4
100000119596344_2629540800393214,0,33,1,2018-09-22 17:00:00.000,31,1,100000119596344,33
100000119596344_2630419840305310,,25,6,2018-09-23 17:00:00.000,19,0,100000119596344,25
100000119596344_2630714086942552,0,4,0,2018-09-23 17:00:00.000,3,2,100000119596344,4
100000119596344_2632147316799229,,44,11,2018-09-24 17:00:00.000,38,0,100000119596344,44
100000119596344_2632318843448743,,26,6,2018-09-24 17:00:00.000,20,0,100000119596344,26
100000119596344_2632562676757693,0,13,3,2018-09-24 17:00:00.000,12,3,100000119596344,13
100000119596344_2632814366732524,,53,6,2018-09-24 17:00:00.000,48,0,100000119596344,53
100000119596344_2633120526701908,,1,0,2018-09-24 17:00:00.000,1,0,100000119596344,1
100000119596344_2633187833361844,,26,7,2018-09-25 17:00:00.000,24,0,100000119596344,26
100000119596344_2634104773270150,,35,5,2018-09-25 17:00:00.000,32,0,100000119596344,35
100000119596344_2634498473230780,,43,11,2018-09-25 17:00:00.000,35,0,100000119596344,43
100000119596344_2634702113210416,,102,643,2018-09-25 17:00:00.000,27,60,100000119596344,102
100000119596344_2634875289859765,,13,1,2018-09-25 17:00:00.000,15,0,100000119596344,13
100000119596344_2635558299791464,,25,12,2018-09-26 17:00:00.000,21,0,100000119596344,25
100000119596344_2636255186388442,,20,1,2018-09-26 17:00:00.000,18,0,100000119596344,20
100000119596344_2636379836375977,0,121,883,2018-09-26 17:00:00.000,35,72,100000119596344,121
100000119596344_2636609286353032,,39,6,2018-09-26 17:00:00.000,32,0,100000119596344,39
100000119596344_2636679963012631,,11,2,2018-09-26 17:00:00.000,9,0,100000119596344,11
100000119596344_2637492669598027,,21,4,2018-09-27 17:00:00.000,16,0,100000119596344,21
100000119596344_2637905502890077,,9,1,2018-09-27 17:00:00.000,8,0,100000119596344,9
100000119596344_2638233852857242,,19,2,2018-09-27 17:00:00.000,17,0,100000119596344,19
100000119596344_2638288492851778,0,96,294,2018-09-27 17:00:00.000,35,15,100000119596344,96
100000119596344_2640261155987845,,40,3,2018-09-28 17:00:00.000,41,0,100000119596344,40
100000119596344_2641422699205024,,22,4,2018-09-29 17:00:00.000,19,1,100000119596344,22
100000119596344_2643270819020212,,9,1,2018-09-30 17:00:00.000,8,0,100000119596344,9
100000119596344_2643804498966844,0,41,6,2018-09-30 17:00:00.000,32,2,100000119596344,41
100000119596344_2644276122253015,,49,6,2018-09-30 17:00:00.000,45,0,100000119596344,49
100000119596344_2644570102223617,,22,0,2018-09-30 17:00:00.000,22,0,100000119596344,22
100000119596344_2646215672059060,,9,0,2018-10-01 17:00:00.000,9,0,100000119596344,9
100000119596344_2646320612048566,,21,1,2018-10-01 17:00:00.000,21,0,100000119596344,21
100000119596344_2646446408702653,0,92,547,2018-10-01 17:00:00.000,28,39,100000119596344,92
100000119596344_2647698391910788,,32,6,2018-10-02 17:00:00.000,24,0,100000119596344,32
100000119596344_2647974195216541,0,81,202,2018-10-02 17:00:00.000,31,37,100000119596344,81
100000119596344_2648744761806151,,18,1,2018-10-02 17:00:00.000,17,0,100000119596344,18
100000119596344_2649638978383396,,16,8,2018-10-03 17:00:00.000,9,0,100000119596344,16
100000119596344_2649766781703949,,28,15,2018-10-03 17:00:00.000,14,0,100000119596344,28
100000119596344_2650700084943952,,36,17,2018-10-03 17:00:00.000,22,0,100000119596344,36
100000119596344_2651990648148229,,20,5,2018-10-04 17:00:00.000,15,0,100000119596344,20
100000119596344_2658691524144808,,43,26,2018-10-07 17:00:00.000,21,0,100000119596344,43
100000119596344_2659510394062921,,16,0,2018-10-07 17:00:00.000,16,0,100000119596344,16
100000119596344_2660655277281766,,15,3,2018-10-08 17:00:00.000,11,1,100000119596344,15
100000119596344_2661227260557901,,19,8,2018-10-08 17:00:00.000,11,0,100000119596344,19
100000119596344_2661420097205284,,26,6,2018-10-08 17:00:00.000,21,0,100000119596344,26
100000119596344_2662775640403063,,41,11,2018-10-09 17:00:00.000,33,0,100000119596344,41
100000119596344_2663466323667328,,102,820,2018-10-09 17:00:00.000,26,57,100000119596344,102
100000119596344_2664548606892433,,22,7,2018-10-10 17:00:00.000,13,0,100000119596344,22
100000119596344_2664709080209719,,19,13,2018-10-10 17:00:00.000,10,0,100000119596344,19
100000119596344_2665537623460198,,96,478,2018-10-10 17:00:00.000,21,7,100000119596344,96
100000119596344_2666562866691007,,25,4,2018-10-11 17:00:00.000,19,0,100000119596344,25
100000119596344_2667236686623625,,32,4,2018-10-11 17:00:00.000,28,0,100000119596344,32
100000119596344_2668617086485585,,18,6,2018-10-12 17:00:00.000,14,0,100000119596344,18
100000119596344_2670698956277398,,32,16,2018-10-13 17:00:00.000,14,0,100000119596344,32
100000119596344_2670707022943258,,14,6,2018-10-13 17:00:00.000,8,0,100000119596344,14
100000119596344_2670923966254897,,11,0,2018-10-13 17:00:00.000,11,0,100000119596344,11
100000119596344_2671024602911500,,21,9,2018-10-13 17:00:00.000,14,0,100000119596344,21
100000119596344_2671049939575633,,48,17,2018-10-13 17:00:00.000,31,0,100000119596344,48
100000119596344_2671223409558286,,13,6,2018-10-13 17:00:00.000,9,0,100000119596344,13
100000119596344_2673514239329203,,30,11,2018-10-14 17:00:00.000,19,0,100000119596344,30
100000119596344_2676526119028015,,38,5,2018-10-16 17:00:00.000,33,0,100000119596344,38
100000119596344_2677357015611592,,1,0,2018-10-16 17:00:00.000,1,0,100000119596344,1
100000119596344_2678394302174530,,32,6,2018-10-17 17:00:00.000,28,0,100000119596344,32
100000119596344_2678613878819239,,17,2,2018-10-17 17:00:00.000,15,0,100000119596344,17
100000119596344_2679436225403671,,21,4,2018-10-17 17:00:00.000,16,0,100000119596344,21
100000119596344_2679524892061471,0,37,9,2018-10-17 17:00:00.000,28,1,100000119596344,37
100000119596344_2680472955299998,,22,9,2018-10-18 17:00:00.000,14,0,100000119596344,22
100000119596344_2680654305281863,,65,9,2018-10-18 17:00:00.000,59,0,100000119596344,65
100000119596344_2681265945220699,,102,1012,2018-10-18 17:00:00.000,29,23,100000119596344,102
100000119596344_2681445325202761,,22,3,2018-10-18 17:00:00.000,20,0,100000119596344,22
100000119596344_2682429481771012,,20,8,2018-10-19 17:00:00.000,14,0,100000119596344,20
100000119596344_2683360508344576,,8,3,2018-10-19 17:00:00.000,7,0,100000119596344,8
100000119596344_2686568704690423,,46,17,2018-10-21 17:00:00.000,31,0,100000119596344,46
100000119596344_2687140101299950,,22,5,2018-10-21 17:00:00.000,18,0,100000119596344,22
100000119596344_2687422301271730,,45,16,2018-10-21 17:00:00.000,35,0,100000119596344,45
100000119596344_2687486661265294,0,92,599,2018-10-21 17:00:00.000,21,58,100000119596344,92
100000119596344_2687653891248571,,14,2,2018-10-21 17:00:00.000,12,0,100000119596344,14
100000119596344_2688622821151678,,63,22,2018-10-22 17:00:00.000,45,0,100000119596344,63
